JHG1,JHG2,JHG3,JHG4,JHG,CENTRE,JHGBIS,AUTO,AUTOBIS,AUTOTRIS,VOTESA,VOTEIND,VOTECH,VOTEQ,VICTOIRE,VOTEHYP1,VOTEHYP2,SEXE,AGE,SCOL,LANGUE,TRAV,PROF,REV,CODE,RELIGION,QUEBEC,IDENT,IDENTP,ESTIME,IDEOLOGI,MONDE,FRANCAIS,COMP,SPIRALE,UTILE,CHOMAGE,PROXPLQ,PROXPQ,PROXADQ,PROXRAP,POLITIS,PRESENT,PESSIMI,POLITIQU,ORIENT,PRESENCE,PARTICIP,PATRIMOI,POIDS,Q1,Q2A,Q2B,Q2C,Q2D,Q3,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11,Q11R,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q14A,Q14B,Q14C,Q14D,Q14E,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,Q19A5,Q19A6,Q19A7,Q19A8,Q19B1,Q19B2,Q19B3,Q19B4,Q19B5,Q19B6,Q19B7,Q19B8,Q19C1,Q19C2,Q19C3,Q19C4,Q19C5,Q19C6,Q19C7,Q19C8,Q20A,Q20B,Q20C,Q20D,Q20E,Q21A,Q21B,Q21C,Q21D,Q22A,Q22B,Q22C,Q22D,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q32A,Q32B,Q32C,Q32D,Q33A1,Q33A2,Q33A3,Q33B1,Q33B2,Q33B3,Q33C1,Q33C2,Q33C3,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q34G,Q34H,Q34I,Q35A,Q35B,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q39,Q40,Q41,Q42,Q43,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G1,Q44G2,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54A,Q54B,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63A,Q63B,Q63C,Q63D,Q63E,Q63F,Q66A,Q66B,Q66C,Q66D1,Q66D2,Q66E,Q67,Q68A,Q68B,Q69,SEGMENT,Q57R,STR,NPERS3,GRAP,REGION,SEQUENCE,GRAPPE,CARTE,INTERV,TIME3,NPERS1,NPERS2,POSTAL,SEXEA,STATUT,TELPREN,TELREGN,TELSUFN,FILTER_$,NEURO2,ZONE,WTC
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,HOMME,55-64,SEC,FRA,TPLEIN,MANOEUV,55000,418,,,,,,,,,,,,,,,,,,EGAL,,,,,,,1.1248213178143576,Aussi bien,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Non,Oui,Non,Oui,Oui,Même parti,50.0,Secondaire,Francais,Temps plein,Manoeuvre,"50000-59,999",,,,,,,,,,,,,,,,,Non-centristes,5.0,2744.7368421097394,0.0,2.389175257732053,Saguenay-Lac-St-Jean,10174.0,1.0,0.0,930.0,  0301041011,1.0,1.0,G8B5K6,M,52.0,668.0,418.0,3003.0,Selected,PQ,Est du Qc,Après
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,PLQ,,,,FEMME,65+,CEGEP,FRA,RETRAITE,,25000,418,,,,,,,,,,,,,,,,,,EGAL,,,,,,,0.8141575778851801,Aussi bien,Plutôt accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Oui,Oui,Oui,Oui,Oui,Change parti,62.0,Collégial,Francais,Retraité,,20000-29999,,,,,,,,,,,,,,,,,Non-centristes,6.0,2744.7368421097394,1.0,1.7293103448270082,Saguenay-Lac-St-Jean,10176.0,1.0,0.0,940.0,  0192531011,2.0,1.0,G7H3Y4,F,52.0,543.0,418.0,1033.0,Selected,PLQ,Est du Qc,Après
NON-1,OUI-2,OUI-3,OUI-4,3-OUI,CENTRE,3-OUI,S07,AUTOS,SOUV,OUI-SA,OUI-IND,PAYS,PQ,VOUI,OO-SA,OO-IND,FEMME,25-34,CEGEP,FRA,TPLEIN,EMPLOYE,25000,418,REL-,PROVINCE,QUEBECOIS,IDENT+,EST-,CD,MOND++,FRA++,COMP+,SPIR+,UTILE,CHOM-,PLQ-,PQ+,ADQ-,RAP-,,MIEUX,OPT+,POS,QUE++,INT+,9.0,8.0,0.8141575778851801,Mieux,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,Télévision,Rarement,Assez souvent,Rarement,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,CJAB________,Radio Énergie (FM),Oui,Peu,Assez,Assez,Assez,Assez,Peu,Peu,Peu,Rarement,,Rarement,Rarement,Rarement,Écouter opinion,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt accord,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,Plutôt désaccord,T-à-f désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Pas très bien,Assez important,Utile,Aucun,Restée la même,Restée la même,Va rester la même,Va s'améliorer,Non,Non,Non,Oui,Oui,Non,Non,Non,Éloigné,Proche,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Québec,Québec,Québec,Ottawa,Québec,Québec,Québec,Ottawa,Les deux également,,Québec,,Famille,Plutôt accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Bonne,Baisser impots,Baisser impots,Plutôt satisfait,Plus pauvres,Assez important,Assez important,Assez important,P-d-t important,Assez important,Assez important,Assez important,Assez important,Plus ou moins,Compensations,S07,Oui,,Oui,,Pays,Pour,PQ,,Non,Oui,Non,Oui,Oui,Change parti,26.0,Collégial,Francais,Temps plein,Employé bureau,20000-29999,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Quelques fois/an,Peu,Peu,,Centristes,2.0,2744.7368421097394,1.0,1.7293103448270082,Saguenay-Lac-St-Jean,10182.0,1.0,0.0,930.0,01030072,2.0,1.0,G8B7J7,F,51.0,669.0,418.0,477.0,Selected,PQ,Est du Qc,Après
NON-1,NON-2,OUI-3,NON-4,1-OUI,CENTRE,1-OUI,S05,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PLQ,VNOUI,OO-SA,ND-IND,HOMME,65+,PRIM,FRA,RETRAITE,,15000,418,REL+,PROVINCE,QUEBECOIS,IDENT++,EST=,,MOND+,FRA++,COMP-,SPIR++,UTILE,CHOM=,PLQ=,PQ=,ADQ=,RAP=,,PIRE,PESS=,NEG,QUE+,INT++,11.0,9.0,1.1248213178143576,Moins bien,T-à-f accord,T-à-f désaccord,Plutôt accord,Plutôt désaccord,Télévision,Très souvent,Rarement,Jamais,Rarement,Très souvent,Très souvent,Rarement,Rarement,Jamais,Assez souvent,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Rarement,,Rarement,"92,5________",Rock Pop (FM),Non,Peu,Assez,Pas-du-tout,Assez,Assez,Assez,Peu,Peu,Jamais,Jamais,Jamais,Jamais,,Finir conversation,Plutôt accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f accord,Plutôt accord,Pas très bien,Peu important,Utile,Un peu,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Oui,Non,Non,Oui,Non,Plus ou moins,Plus ou moins,Plus ou moins,Plus ou moins,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Les deux également,Les deux également,Québec,Ottawa,Les deux également,Les deux également,Les deux également,Les deux également,Ottawa,Ottawa,Québec,,Famille,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f accord,Bonne,Rembourser dette,Rembourser dette,Plutôt insatisfait,Personne,Assez important,Très important,Assez important,Assez important,Très important,Très important,Très important,Très important,P-d-t suffisant,Compensations,S05,Oui,,Non,Nsp,Province,Egalite,Nsp,PLQ,Non,Oui,Non,Oui,Oui,Change parti,67.0,Primaire,Francais,Retraité,,"10000-19,999",Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Quelques fois/mois,Beaucoup,Peu,,Centristes,6.0,2744.7368421097394,1.0,2.389175257732053,Saguenay-Lac-St-Jean,10184.0,1.0,0.0,940.0,01030202,2.0,1.0,G0V1T0,M,51.0,675.0,418.0,2387.0,Selected,PLQ,Est du Qc,Après
NON-1,OUI-2,OUI-3,NON-4,2-OUI,CENTRE,2-OUI,S08,AUTOS,SOUV,OUI-SA,OUI-IND,PAYS,AUTQ,VNON,OO-SA,OO-IND,HOMME,18-24,CEGEP,FRA,ETUDES,,5000,418,REL--,NATION,QUEBECOIS,IDENT--,,CC,MOND=,FRA--,COMP++,SPIR--,INUTILE,CHOM-,PLQ-,PQ=,ADQ-,RAP=,,EGAL,OPT+,NEG,QUE++,INT+,10.0,11.0,1.3436653886816035,Aussi bien,Plutôt accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Télévision,Assez souvent,Rarement,Jamais,Jamais,Rarement,Rarement,Assez souvent,Rarement,Rarement,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Très souvent,Rarement,Rarement,Très souvent,Rarement,Rarement,Assez souvent,CHIK________,Radio Énergie (FM),Oui,Peu,Pas-du-tout,Peu,Assez,Assez,Assez,Assez,Assez,,,Assez souvent,Très souvent,Rarement,Argumenter,T-à-f désaccord,Nation,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt accord,Plutôt accord,Nsp,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f désaccord,T-à-f désaccord,T-à-f mal,Assez important,Ne sert a rien,Aucun,Améliorée,Améliorée,Va s'améliorer,Va rester la même,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Éloigné,Plus ou moins,Éloigné,Plus ou moins,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,Assez grandes,Peu différences,Peu différences,Québec,Québec,Québec,Québec,Québec,Ottawa,Ottawa,Québec,Québec,Ottawa,Ottawa,,Secteur privé,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Bonne,Baisser impots,Baisser impots,Plutôt satisfait,Classe moyenne,Assez important,Très important,Assez important,Peu important,Assez important,Assez important,Assez important,Assez important,Plus ou moins,En appeler peuple,S08,Oui,,Oui,,Pays,Contre,Autre,,Non,Non,Non,Non,Oui,Change parti,23.0,Collégial,Francais,Études,,Moins de 10000$,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Jamais,Peu,Assez,,Centristes,1.0,3278.75,1.0,2.389175257732053,Québec,10001.0,1.0,0.0,230.0,  053057,3.0,2.0,G3A1H2,M,51.0,878.0,418.0,4011.0,Selected,PQ,Québec,Avant
NON-1,OUI-2,OUI-3,OUI-4,3-OUI,CENTRE,3-OUI,,,,NON-SA,NON-IND,PROV,ADQ,VNON,NN-SA,NN-IND,FEMME,25-34,SEC,FRA,ETUDES,,5000,418,REL+,PROVINCE,QUEBECOIS,IDENT--,,CC,MOND-,FRA=,COMP+,SPIR+,INUTILE,CHOM+,PLQ-,PQ+,,,,PIRE,PESS=,POS,,INT-,12.0,11.0,0.9725592331973785,Moins bien,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt accord,Radio,Rarement,Rarement,Assez souvent,Rarement,Assez souvent,Rarement,Assez souvent,Jamais,Jamais,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Assez souvent,Jamais,Jamais,Jamais,Assez souvent,,Assez souvent,93.3________,Cogeco,Oui,Pas-du-tout,Assez,Assez,Assez,Assez,Assez,Assez,Peu,Assez souvent,Rarement,Rarement,Rarement,,Écouter opinion,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f désaccord,Plutôt accord,T-à-f accord,Plutôt accord,Nsp,T-à-f accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,Plutôt accord,T-à-f désaccord,Plutôt accord,T-à-f accord,Assez bien,Peu important,Ne sert a rien,Beaucoup,Restée la même,Détériorée,Va rester la même,Va rester la même,Non,Oui,Non,Non,Oui,Non,Oui,Non,Éloigné,Proche,,,Peu différences,Peu différences,Peu différences,,,,Assez grandes,,,Les deux également,,Québec,Les deux également,Québec,Québec,Ottawa,Les deux également,Québec,Ottawa,Ottawa,Jeunes,Gouv. québécois,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Plus riches,Peu important,Très important,Peu important,P-d-t important,Assez important,Assez important,Peu important,Peu important,P-d-t suffisant,Compensations,,Non,Non,Non,Non,Province,Contre,ADQ,,Non,Oui,Non,Oui,Oui,Même parti,31.0,Secondaire,Francais,Études,,Moins de 10000$,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Rarement,Beaucoup,Assez,,Centristes,2.0,3278.75,1.0,1.7293103448270082,Québec,10007.0,1.0,0.0,230.0,  016610,2.0,1.0,G2N1K9,F,51.0,841.0,418.0,966.0,Selected,PQ,Québec,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,S05,AUTOC,CENTR,NON-SA,NON-IND,PROV,PQ,VNON,NN-SA,NN-IND,FEMME,65+,CEGEP,FRA,TPLEIN,PROFESS,45000,418,REL--,PROVINCE,C-F,IDENT--,EST-,,MON--,FRA--,COMP+,SPIR+,UTILE,CHOM-,PLQ-,PQ=,ADQ-,RAP=,POL=,EGAL,PESS+,POS,OTT+,INT-,11.0,11.0,0.9725592331973785,Aussi bien,T-à-f désaccord,T-à-f accord,Plutôt accord,T-à-f accord,,Assez souvent,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Jamais,Jamais,Jamais,Très souvent,Jamais,Jamais,FM 93_______,Cogeco,Non,Pas-du-tout,Peu,Peu,Assez,Peu,Beaucoup,Assez,Assez,Jamais,Jamais,Très souvent,Rarement,Rarement,Écouter opinion,Plutôt désaccord,Province,Canadien français,,,,,,,,,Plutôt accord,Plutôt accord,T-à-f désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,,,,,,,,,T-à-f désaccord,Plutôt accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f mal,P-d-t important,Utile,Aucun,Restée la même,Améliorée,Va se détériorer,Va rester la même,Non,Oui,Oui,Non,Non,Non,Oui,Non,Éloigné,Plus ou moins,Éloigné,Plus ou moins,Très grandes,Très grandes,Peu différences,Peu différences,Peu différences,Peu différences,Très grandes,Assez grandes,Assez grandes,Ottawa,Québec,Ottawa,Ottawa,Ottawa,Québec,Québec,Les deux également,Ottawa,,Ottawa,,Famille,T-à-f accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Bonne,Rembourser dette,Rembourser dette,T-à-f insatisfait,Plus riches,Assez important,Assez important,P-d-t important,P-d-t important,P-d-t important,P-d-t important,Peu important,Assez important,Plus ou moins,Contester tribunaux,S05,Non,Non,Non,Non,Province,Contre,PQ,,Non,Oui,Non,Oui,Oui,Même parti,55.0,Collégial,Francais,Temps plein,Professionnel,"40000-49,999",Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Rarement,Peu,Pas-du-tout,,Non-centristes,6.0,3278.75,1.0,1.7293103448270082,Québec,10013.0,1.0,0.0,230.0,  0541641011,3.0,2.0,G1L2K4,F,52.0,831.0,418.0,4177.0,Selected,PQ,Québec,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,HOMME,35-44,UNIV,FRA,TPLEIN,COMMERC,25000,418,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,1.3436653886816035,Mieux,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Non,Oui,Non,Oui,Oui,Même parti,39.0,Universitaire,Francais,Temps plein,Commerçant,20000-29999,,,,,,,,,,,,,,,,,Non-centristes,3.0,3278.75,1.0,2.389175257732053,Québec,10014.0,1.0,0.0,230.0,  0410621011,3.0,2.0,G1W4J9,M,52.0,653.0,418.0,3074.0,Selected,PQ,Québec,Avant
NON-1,NON-2,OUI-3,OUI-4,2-OUI,CENTRE,2-OUI,S02,AUTOF,FED,NON-SA,NON-IND,PAYS,PQ,VNON,NN-SA,NN-IND,HOMME,25-34,UNIV,FRA,TPLEIN,PROFESS,65000,418,REL-,PROVINCE,QUEBECOIS,IDENT++,EST+,CD,MOND+,FRA--,COMP-,SPIR++,UTILE,CHOM=,PLQ-,PQ-,ADQ-,RAP-,POL--,MIEUX,PESS=,NEG,OTT++,INT+,9.0,9.0,1.3436653886816035,Mieux,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,Télévision,Rarement,Rarement,Rarement,Rarement,Très souvent,Très souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,CHIK 98.9___,Radio Énergie (FM),Oui,Beaucoup,Peu,Peu,Peu,Assez,Assez,Assez,Assez,Jamais,Jamais,Jamais,Jamais,Jamais,Finir conversation,Plutôt accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f accord,Plutôt accord,Assez bien,Assez important,Utile,Un peu,Détériorée,Restée la même,Va rester la même,Va rester la même,Non,Non,Non,Oui,Non,Non,Non,Non,Éloigné,Éloigné,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Peu différences,Très grandes,Peu différences,Peu différences,Les deux également,Ottawa,Ottawa,Ottawa,Québec,Ottawa,Ottawa,Ottawa,Québec,Les deux également,Les deux également,Personnes âgées,Gouv. canadien,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Personne,Assez important,Peu important,P-d-t important,Assez important,Très important,Assez important,Assez important,Assez important,Plus ou moins,Contester tribunaux,S02,Non,Non,Non,Non,Pays,Contre,PQ,,Non,Non,Non,Oui,Oui,Change parti,29.0,Universitaire,Francais,Temps plein,Professionnel,60000 et plus,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Rarement,Assez,Assez,,Centristes,2.0,3278.75,0.0,2.389175257732053,Québec,10016.0,1.0,0.0,230.0,01053009,1.0,1.0,G3K2J6,M,51.0,843.0,418.0,4046.0,Selected,PQ,Québec,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,AUTQ,,,,HOMME,18-24,CEGEP,FRA,ETUDES,,5000,418,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,1.3436653886816035,Mieux,Plutôt désaccord,T-à-f accord,T-à-f accord,Plutôt accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autre,,Non,Oui,Non,Non,Non,Change parti,20.0,Collégial,Francais,Études,,Moins de 10000$,,,,,,,,,,,,,,,,,Non-centristes,1.0,3278.75,1.0,2.389175257732053,Québec,10018.0,1.0,0.0,230.0,010311511011,2.0,1.0,G1R2P4,M,52.0,522.0,418.0,4678.0,Selected,PQ,Québec,Avant
NON-1,OUI-2,NON-3,NON-4,1-OUI,CENTRE,1-OUI,S04,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PQ,VNON,OO-SA,NN-IND,FEMME,55-64,CEGEP,FRA,TPLEIN,ADMINIST,65000,418,REL--,PROVINCE,C-F,IDENT--,EST-,GG,MOND=,FRA++,COMP++,SPIR--,UTILE,CHOM-,PLQ-,PQ+,ADQ-,RAP-,POL+,EGAL,OPT+,POS+,QUE+,INT+,11.0,10.0,0.9725592331973785,Aussi bien,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,Radio,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Rarement,Rarement,Rarement,Très souvent,Jamais,Très souvent,"CBC 104,6___",Société Radio-Canada (FM),Oui,Peu,Pas-du-tout,Assez,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Beaucoup,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Argumenter,T-à-f désaccord,Province,Canadien français,,,,,,,,,T-à-f désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt désaccord,,,,,,,,,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,Assez bien,P-d-t important,Utile,Aucun,Restée la même,Améliorée,Va rester la même,Va s'améliorer,Oui,Non,Non,Non,Oui,Non,Oui,Non,Éloigné,Proche,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,Très grandes,Peu différences,Très grandes,Très grandes,P-d-t différences,Très grandes,Québec,Québec,Ottawa,Ottawa,Ottawa,Québec,Québec,Québec,Québec,Ottawa,Ottawa,Jeunes,Famille,T-à-f accord,Plutôt désaccord,Plutôt désaccord,T-à-f accord,Bonne,Baisser impots,Baisser impots,T-à-f satisfait,Personne,Assez important,Très important,P-d-t important,P-d-t important,P-d-t important,Assez important,Très important,Assez important,P-d-t suffisant,Compensations,S04,Oui,,Non,Non,Province,Contre,PQ,,Oui,Oui,Non,Oui,Oui,Change parti,53.0,Collégial,Francais,Temps plein,Administrateur,60000 et plus,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Rarement,Pas-du-tout,Pas-du-tout,,Centristes,5.0,3278.75,1.0,1.7293103448270082,Québec,10018.0,2.0,0.0,230.0,  031151,2.0,1.0,G1R2P4,F,51.0,522.0,418.0,4678.0,Selected,PQ,Québec,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,HOMME,35-44,SEC,FRA,TPLEIN,OUVRIER,55000,418,,,,,,,,,,,,,,,,,,EGAL,,,,,,,1.3436653886816035,Aussi bien,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Non,Oui,Non,Oui,Oui,Change parti,35.0,Secondaire,Francais,Temps plein,Ouvrier spécialisé,"50000-59,999",,,,,,,,,,,,,,,,,Non-centristes,3.0,3278.75,0.0,2.389175257732053,Québec,10019.0,1.0,0.0,230.0,  0465041011,1.0,1.0,G1B1A1,M,52.0,666.0,418.0,3171.0,Selected,PQ,Québec,Avant
